Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
06:31.0     	13.57 	70.7    	13.98
06:32.1     	13.59 	70.4    	13.98
06:33.0     	13.56 	70.6    	13.97
06:33.8     	13.53 	71.2    	13.97
06:34.7     	13.54 	71.8    	13.96
06:35.6     	13.61 	72.1    	13.96
06:36.5     	13.72 	72.2    	13.96
06:37.4     	13.80 	71.9    	13.96
06:38.3     	13.85 	70.6    	13.96
06:39.2     	13.86 	70.3    	13.96
06:40.0     	13.88 	69.8    	13.96
06:40.9     	13.92 	70.2    	13.96
06:41.8     	13.94 	70.8    	13.97
06:42.8     	13.93 	70.9    	13.98
06:43.7     	13.95 	70.7    	13.98
06:44.6     	13.90 	70.7    	13.99
06:45.5     	13.88 	70.2    	13.99
06:46.4     	13.84 	69.2    	14.00
06:47.3     	13.81 	68.7    	14.00
06:48.1     	13.78 	68.4    	14.00
06:49.0     	13.76 	68.7    	14.00
06:49.9     	13.74 	69.1    	14.01
06:50.8     	13.73 	69.6    	14.01
06:51.7     	13.73 	69.5    	14.01
06:52.6     	13.71 	69.5    	14.01
06:53.6     	13.67 	69.8    	14.01
06:54.5     	13.65 	70.1    	14.01
06:55.4     	13.67 	69.9    	14.00
06:56.2     	13.70 	69.3    	14.00
06:57.1     	13.70 	69.2    	14.00
06:58.0     	13.72 	69.1    	14.00
06:58.9     	13.71 	69.3    	13.99
06:59.8     	13.69 	69.7    	13.99
07:00.7     	13.75 	69.4    	13.99
07:01.6     	13.77 	69.7    	13.99
07:02.5     	13.80 	70.1    	13.99
07:03.4     	13.81 	70.2    	13.99
07:04.3     	13.85 	69.7    	13.99
07:05.2     	13.88 	70.0    	14.00
07:06.1     	13.89 	69.9    	14.00
07:07.0     	13.90 	69.4    	14.00
07:07.9     	13.87 	68.8    	14.01
07:08.8     	13.83 	68.4    	14.01
07:09.6     	13.83 	68.8    	14.01
07:10.5     	13.85 	69.0    	14.02
07:11.4     	13.87 	68.9    	14.02
07:12.3     	13.89 	69.1    	14.02
07:13.2     	13.92 	68.8    	14.02
07:14.2     	13.93 	69.3    	14.03
07:15.1     	13.94 	69.1    	14.03
07:16.0     	13.94 	69.2    	14.04
07:16.9     	13.92 	69.6    	14.04
07:17.7     	13.91 	69.3    	14.05
07:18.6     	13.89 	69.5    	14.05
07:19.5     	13.88 	69.3    	14.06
07:20.4     	13.91 	69.3    	14.06
07:21.3     	13.97 	69.5    	14.07
