Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
03:00.2     	16.25 	59.1    	17.34
03:01.1     	15.92 	58.9    	17.32
03:02.0     	16.08 	65.8    	17.30
03:02.8     	16.45 	65.1    	17.28
03:03.7     	16.58 	65.0    	17.26
03:04.6     	16.92 	67.6    	17.26
03:05.5     	17.16 	66.6    	17.27
03:06.4     	17.10 	63.4    	17.28
03:07.4     	17.03 	63.8    	17.30
03:08.3     	16.95 	62.2    	17.31
03:09.2     	16.79 	61.2    	17.31
03:10.1     	16.69 	61.7    	17.32
03:10.9     	16.61 	60.8    	17.32
03:11.8     	16.49 	61.2    	17.32
03:12.7     	16.13 	56.6    	17.30
03:13.6     	15.85 	59.0    	17.28
03:14.5     	15.77 	60.1    	17.25
03:15.4     	15.74 	60.1    	17.23
03:16.3     	15.85 	61.8    	17.20
03:17.2     	15.80 	61.1    	17.17
03:18.1     	15.72 	60.3    	17.14
03:19.0     	15.79 	63.6    	17.11
03:19.8     	15.97 	63.1    	17.09
03:20.8     	16.06 	63.2    	17.07
03:21.8     	16.27 	64.3    	17.06
03:22.6     	16.51 	67.3    	17.05
03:23.5     	16.75 	66.4    	17.05
03:24.4     	16.63 	62.9    	17.05
03:25.3     	16.62 	62.7    	17.05
03:26.2     	16.61 	61.6    	17.06
03:27.1     	16.37 	59.8    	17.05
03:27.9     	15.98 	59.8    	17.04
03:28.9     	15.83 	59.9    	17.01
03:29.8     	15.71 	60.2    	16.99
03:30.6     	15.82 	62.9    	16.98
03:31.5     	15.83 	60.9    	16.96
03:32.4     	15.98 	65.0    	16.95
03:33.3     	16.46 	66.3    	16.95
03:34.3     	16.41 	62.5    	16.94
03:35.2     	16.32 	62.1    	16.94
03:36.1     	16.27 	61.6    	16.93
03:37.0     	15.87 	59.3    	16.91
03:37.9     	15.55 	58.7    	16.88
03:38.7     	15.44 	59.9    	16.85
03:39.6     	15.60 	63.3    	16.83
03:40.5     	15.81 	63.5    	16.81
03:41.4     	16.07 	64.8    	16.81
03:42.3     	16.29 	64.7    	16.80
03:43.2     	16.49 	63.8    	16.81
03:44.1     	16.59 	63.0    	16.81
03:45.0     	16.66 	64.0    	16.82
03:45.9     	16.76 	63.6    	16.83
03:46.7     	16.94 	64.0    	16.85
