Time [mm:ss]	T [°C]	U [%r H]    	Tu Cap [°C]
06:35.8     	15.86 	67.7        	17.22
06:36.8     	15.89 	67.8        	17.25
06:37.6     	15.89 	67.9        	17.26
06:38.5     	15.87 	67.3        	17.28
06:39.4     	15.93 	67.2        	17.31
06:40.3     	16.03 	67.3        	17.33
06:41.2     	16.07 	67.1        	17.35
06:42.1     	16.04 	67.3        	17.38
06:43.0     	15.99 	67.8        	17.41
06:43.9     	15.91 	67.6        	17.44
06:44.8     	15.85 	67.5        	17.44
06:45.6     	15.91 	67.8        	17.47
06:46.6     	16.09 	67.4        	17.50
06:47.5     	16.12 	68.3        	17.53
06:48.4     	16.06 	68.0        	17.56
06:49.3     	15.96 	67.6        	17.60
06:50.2     	15.92 	67.9        	17.62
06:51.1     	15.89 	68.5        	17.65
06:52.0     	16.03 	68.4        	17.66
06:52.9     	16.20 	68.1        	17.69
06:53.7     	16.34 	68.0        	17.71
06:54.6     	16.46 	67.7        	17.73
06:55.5     	16.57 	67.5        	17.74
06:56.4     	16.66 	68.2        	17.76
06:57.3     	16.76 	67.4        	17.77
06:58.2     	16.84 	66.7        	17.79
06:59.1     	16.84 	66.0        	17.81
07:00.1     	16.86 	66.0        	17.83
07:01.0     	16.93 	66.2        	17.87
07:01.8     	16.99 	66.7        	17.87
07:02.7     	16.86 	67.3        	17.86
07:03.6     	16.68 	67.6        	17.83
07:04.5     	16.53 	67.9        	17.79
07:05.4     	16.30 	68.2        	17.75
07:06.3     	16.16 	69.1        	17.73
07:07.2     	16.12 	70.6        	17.68
07:08.1     	16.22 	71.1        	17.66
07:09.0     	16.37 	72.0        	17.66
07:09.8     	16.58 	71.1        	17.68
07:10.7     	16.69 	71.1        	17.68
07:11.6     	16.85 	71.3        	17.70
07:12.5     	17.06 	71.4        	17.73
07:13.4     	17.26 	71.5        	17.76
07:14.4     	17.17 	70.0        	17.77
07:15.3     	17.05 	69.1        	17.81
07:16.2     	16.86 	69.7        	17.81
07:17.1     	16.78 	71.2        	17.82
07:17.9     	17.03 	72.8        	17.86
07:18.9     	17.24 	72.8        	17.88
07:19.8     	17.31 	71.6        	17.92
07:20.6     	17.45 	71.1        	17.95
07:21.5     	17.48 	71.6        	18.00
07:22.4     	17.42 	70.2        	18.03
07:23.3     	17.26 	71.3        	18.04
07:24.2     	17.45 	74.1        	18.08
07:25.1     	17.32 	70.7        	18.13
07:26.0     	17.40 	72.9        	18.17
07:26.9     	17.54 	73.5        	18.22
07:27.9     	17.61 	72.7        	18.27
07:28.7     	17.52 	72.7        	18.31
07:29.6     	17.53 	71.7        	18.36
07:30.5     	17.39 	71.2        	18.40
07:31.4     	17.35 	71.2        	18.43
07:32.3     	17.36 	72.7        	18.47
07:33.2     	17.66 	72.3        	18.50
07:34.1     	17.70 	71.8        	18.54
07:35.0     	17.86 	73.3        	18.60
07:35.9     	17.95 	72.7        	18.65
07:36.7     	17.79 	71.6        	18.70
07:37.6     	17.66 	70.6        	18.74
07:38.5     	17.57 	71.0        	18.77
07:39.4     	17.52 	71.5        	18.81
07:40.3     	17.51 	71.9        	18.85
07:41.3     	17.58 	73.3        	18.88
07:42.1     	17.73 	74.8        	18.91
07:43.0     	17.97 	75.5        	18.96
07:44.0     	18.21 	71.4        	18.97
07:44.8     	18.05 	71.1        	19.01
07:45.7     	18.15 	70.8        	19.05
07:46.6     	18.25 	68.7        	19.07
07:47.5     	17.99 	67.4        	19.05
07:48.4     	17.75 	65.7        	19.03
07:49.3     	17.37 	66.1        	19.03
07:50.1     	17.34 	69.5        	19.06
07:51.1     	17.24 	70.5        	19.09
07:52.0     	17.29 	68.3        	19.11
07:52.8     	17.34 	68.8        	19.13
07:53.7     	17.25 	67.3        	19.15
07:54.6     	17.21 	67.5        	19.18
07:55.6     	17.14 	70.1        	19.21
07:56.5     	17.04 	69.3        	19.25
07:57.4     	16.95 	69.8        	19.30
07:58.2     	17.02 	70.9        	19.34
07:59.2     	17.19 	72.4        	19.38
08:00.1     	17.23 	71.1        	19.39
08:00.9     	17.18 	69.3        	19.40
08:01.8     	17.17 	71.4        	19.44
08:02.7     	17.44 	72.9        	19.48
08:03.6     	17.61 	72.1        	19.52
08:04.5     	17.54 	72.0        	19.55
08:05.4     	17.53 	70.8        	19.57
08:06.3     	17.78 	70.9        	19.61
08:07.2     	17.70 	71.7        	19.63
08:08.1     	17.99 	73.9        	19.66
08:09.0     	18.07 	69.1        	19.63
08:09.9     	17.61 	66.7        	19.59
08:10.8     	17.47 	67.8        	19.58
08:11.7     	17.53 	71.2        	19.60
08:12.6     	17.63 	71.5        	19.62
08:13.5     	17.59 	70.7        	19.63
08:14.4     	17.31 	67.5        	19.62
08:15.3     	16.73 	67.1        	19.61
08:16.2     	16.87 	69.8        	19.60
08:17.0     	16.54 	66.9        	19.56
08:17.9     	16.23 	67.0        	19.53
08:18.8     	15.98 	67.2        	19.49
08:19.7     	15.98 	68.8        	19.44
08:20.7     	16.02 	69.1        	19.38
08:21.6     	16.26 	71.2        	19.33
08:22.4     	16.53 	70.3        	19.27
08:23.4     	16.64 	69.4        	19.22
08:24.3     	16.78 	69.8        	19.18
08:25.1     	16.82 	69.2        	19.15
08:26.0     	16.82 	68.6        	19.11
08:26.9     	16.60 	66.1        	19.05
08:27.8     	16.33 	66.6        	18.97
08:28.7     	16.43 	68.2        	18.95
08:29.6     	16.43 	67.8        	18.92
08:30.4     	16.38 	67.1        	18.89
08:31.4     	16.26 	67.0        	18.86
08:32.4     	16.28 	67.9        	18.83
08:33.2     	16.29 	67.8        	18.80
08:34.1     	16.15 	66.9        	18.78
08:35.0     	16.08 	68.7        	18.75
08:35.9     	16.18 	68.5        	18.73
08:36.8     	16.13 	67.9        	18.69
08:37.7     	16.05 	66.8        	18.64
08:38.6     	15.76 	65.1        	18.58
08:39.5     	15.66 	68.1        	18.54
08:40.4     	15.86 	70.4        	18.51
08:41.2     	16.04 	72.3        	18.48
08:42.1     	16.35 	70.6        	18.45
08:43.0     	15.90 	66.2        	18.37
08:43.9     	15.55 	65.3        	18.28
08:44.8     	15.28 	65.0        	18.16
08:45.7     	15.09 	64.9        	18.08
08:46.7     	14.99 	65.1        	18.03
08:47.6     	14.95 	65.4        	17.97
08:48.5     	14.94 	65.8        	17.89
08:49.3     	15.00 	66.8        	17.83
08:50.2     	15.10 	67.6        	17.78
08:51.1     	15.24 	68.0        	17.75
