Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
08:53.0     	15.88 	56.8    	18.13
08:53.9     	16.07 	58.4    	18.15
08:54.8     	16.24 	59.8    	18.17
08:55.7     	16.39 	59.9    	18.20
08:56.6     	16.71 	63.4    	18.22
08:57.5     	16.97 	63.9    	18.25
08:58.3     	17.06 	62.5    	18.28
08:59.4     	17.02 	61.4    	18.30
09:00.3     	16.94 	58.9    	18.33
09:01.1     	16.80 	57.9    	18.35
09:02.0     	16.69 	58.3    	18.37
09:02.9     	16.73 	59.2    	18.39
09:03.8     	16.80 	60.3    	18.42
09:04.7     	16.97 	62.8    	18.45
09:05.6     	17.04 	62.0    	18.47
09:06.4     	16.87 	59.7    	18.50
09:07.4     	16.67 	58.4    	18.52
09:08.3     	16.63 	59.3    	18.54
09:09.1     	16.62 	59.7    	18.56
09:10.0     	16.52 	58.0    	18.58
09:11.0     	16.41 	58.3    	18.59
09:11.9     	16.42 	60.0    	18.59
09:12.8     	16.90 	65.6    	18.60
09:13.7     	17.02 	62.7    	18.61
09:14.5     	17.00 	60.7    	18.61
09:15.4     	16.97 	59.4    	18.62
09:16.3     	16.69 	57.6    	18.62
09:17.2     	16.42 	57.0    	18.63
09:18.1     	16.28 	56.9    	18.62
09:19.0     	16.23 	56.7    	18.61
09:19.9     	16.19 	57.7    	18.60
09:20.8     	16.34 	62.3    	18.60
09:21.7     	16.76 	65.7    	18.61
09:22.5     	17.22 	64.5    	18.63
09:23.4     	17.37 	62.2    	18.65
09:24.5     	17.36 	60.8    	18.68
09:25.3     	17.33 	61.2    	18.71
09:26.2     	17.34 	62.2    	18.74
09:27.1     	17.36 	62.3    	18.77
09:28.0     	16.87 	54.0    	18.77
09:28.9     	16.44 	54.4    	18.76
09:29.8     	16.10 	54.7    	18.72
09:30.6     	15.59 	55.0    	18.61
09:31.6     	15.48 	58.2    	18.48
09:32.5     	15.66 	62.4    	18.38
09:33.3     	16.10 	64.1    	18.32
09:34.2     	16.27 	63.3    	18.26
