Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
08:39.9     	14.80 	65.2    	15.91
08:40.8     	14.75 	64.7    	15.90
08:41.7     	14.64 	64.8    	15.88
08:42.6     	14.63 	64.4    	15.86
08:43.4     	14.21 	62.8    	15.81
08:44.3     	13.97 	61.1    	15.76
08:45.2     	14.17 	67.8    	15.70
08:46.1     	14.29 	65.6    	15.65
08:47.0     	14.41 	65.5    	15.61
08:48.0     	14.57 	65.4    	15.57
08:48.4     	14.74 	65.4    	15.60
08:48.9     	14.74 	65.7    	15.57
08:49.8     	14.61 	63.7    	15.54
08:50.7     	14.29 	62.9    	15.49
08:51.5     	14.16 	64.2    	15.44
08:52.4     	14.03 	63.9    	15.40
08:53.3     	14.06 	65.5    	15.36
08:54.2     	13.88 	63.7    	15.32
08:55.1     	13.97 	64.4    	15.27
08:56.0     	13.96 	64.9    	15.23
08:56.9     	14.14 	65.9    	15.20
08:57.8     	14.26 	65.5    	15.18
08:58.7     	14.49 	66.8    	15.17
08:59.6     	14.50 	63.1    	15.16
09:00.5     	14.26 	62.7    	15.15
09:01.4     	14.15 	62.4    	15.15
09:02.3     	14.09 	63.0    	15.15
09:03.2     	14.07 	63.6    	15.15
09:04.1     	14.29 	65.0    	15.16
09:04.9     	14.49 	63.7    	15.17
09:05.8     	14.27 	63.5    	15.17
09:06.7     	14.18 	64.0    	15.17
09:07.6     	14.18 	63.7    	15.18
09:08.5     	14.13 	63.2    	15.17
09:09.4     	14.16 	63.4    	15.17
09:10.4     	14.11 	63.3    	15.17
09:11.3     	14.11 	63.1    	15.16
09:12.2     	14.10 	63.6    	15.16
09:13.0     	14.20 	64.4    	15.16
09:13.9     	14.03 	63.1    	15.15
09:14.8     	14.06 	63.9    	15.15
09:15.7     	14.11 	64.4    	15.14
09:16.6     	14.21 	64.9    	15.15
09:17.5     	14.38 	64.7    	15.15
09:18.3     	14.23 	63.2    	15.16
09:19.2     	14.41 	66.3    	15.17
09:20.1     	14.44 	64.2    	15.18
09:21.1     	14.27 	62.9    	15.18
09:22.0     	14.19 	63.5    	15.19
09:22.9     	14.26 	64.7    	15.19
09:23.8     	14.33 	64.5    	15.19
09:24.7     	14.35 	65.2    	15.18
09:25.6     	14.40 	64.4    	15.18
09:26.4     	14.41 	66.2    	15.18
09:27.3     	14.63 	66.1    	15.19
09:28.2     	14.84 	67.0    	15.22
09:29.1     	15.12 	66.9    	15.25
09:30.0     	15.04 	64.7    	15.29
09:30.9     	15.01 	65.4    	15.33
09:31.9     	14.98 	64.6    	15.36
09:32.8     	15.01 	65.1    	15.40
09:33.7     	14.87 	64.4    	15.43
09:34.5     	14.71 	64.6    	15.46
09:35.4     	14.64 	63.6    	15.47
09:36.3     	14.43 	64.9    	15.47
09:37.2     	14.78 	67.1    	15.48
09:38.1     	14.74 	65.6    	15.49
09:39.0     	14.66 	64.7    	15.51
09:39.9     	14.56 	64.2    	15.52
09:40.8     	14.63 	67.4    	15.54
09:41.7     	14.86 	66.8    	15.56
09:42.6     	15.07 	67.8    	15.59
09:43.5     	15.19 	65.9    	15.62
09:44.4     	15.15 	66.2    	15.65
09:45.3     	15.07 	65.7    	15.68
09:46.2     	14.98 	65.3    	15.70
