Time [mm:ss]	T [°C]	U [%r H]  	Tu Cap [°C]
04:29.3     	10.82 	93.1      	10.81
04:30.2     	10.81 	93.1      	10.81
04:31.0     	10.80 	93.2      	10.81
04:32.0     	10.79 	93.3      	10.81
04:32.9     	10.79 	93.3      	10.81
04:33.8     	10.79 	93.3      	10.81
04:34.7     	10.79 	93.3      	10.81
04:35.6     	10.80 	93.3      	10.81
04:36.5     	10.80 	93.3      	10.81
04:37.4     	10.81 	93.3      	10.81
04:38.3     	10.81 	93.2      	10.81
04:39.1     	10.80 	93.3      	10.81
04:40.0     	10.80 	93.3      	10.81
04:40.9     	10.80 	93.3      	10.81
04:41.8     	10.79 	93.3      	10.81
04:42.8     	10.79 	93.4      	10.81
04:43.7     	10.79 	93.4      	10.81
04:44.5     	10.79 	93.4      	10.81
04:45.4     	10.79 	93.5      	10.81
04:46.4     	10.79 	93.5      	10.81
04:47.2     	10.79 	93.5      	10.81
04:48.1     	10.79 	93.5      	10.81
04:49.0     	10.79 	93.5      	10.81
04:49.9     	10.79 	93.4      	10.81
04:50.8     	10.79 	93.4      	10.80
04:51.7     	10.79 	93.4      	10.80
04:52.5     	10.79 	93.4      	10.80
04:53.5     	10.79 	93.4      	10.80
04:54.4     	10.79 	93.4      	10.80
04:55.3     	10.79 	93.5      	10.80
04:56.2     	10.79 	93.5      	10.80
04:57.1     	10.79 	93.5      	10.79
04:58.0     	10.79 	93.5      	10.79
04:58.9     	10.79 	93.6      	10.79
04:59.8     	10.79 	93.6      	10.79
05:00.7     	10.79 	93.6      	10.79
05:01.5     	10.79 	93.6      	10.79
05:02.4     	10.79 	93.6      	10.79
05:03.3     	10.79 	93.6      	10.79
05:04.2     	10.79 	93.6      	10.79
05:05.2     	10.79 	93.6      	10.79
05:06.1     	10.79 	93.6      	10.79
05:07.0     	10.79 	93.6      	10.78
05:07.9     	10.79 	93.6      	10.78
05:08.8     	10.79 	93.6      	10.78
05:09.6     	10.79 	93.6      	10.78
05:10.1     	10.79 	93.6      	10.78
05:10.5     	10.79 	93.6      	10.78
05:11.4     	10.79 	93.7      	10.78
05:12.3     	10.79 	93.6      	10.78
05:13.2     	10.79 	93.6      	10.78
05:14.1     	10.79 	93.6      	10.78
05:14.9     	10.79 	93.6      	10.78
05:15.9     	10.80 	93.6      	10.78
05:16.9     	10.80 	93.6      	10.78
05:17.7     	10.80 	93.6      	10.77
05:18.6     	10.80 	93.6      	10.77
05:19.5     	10.80 	93.6      	10.77
05:20.4     	10.80 	93.6      	10.77
05:21.3     	10.80 	93.6      	10.77
05:22.2     	10.80 	93.6      	10.77
05:23.0     	10.81 	93.6      	10.77
05:23.9     	10.81 	93.6      	10.77
05:24.8     	10.81 	93.6      	10.77
05:25.7     	10.80 	93.6      	10.77
05:26.6     	10.80 	93.6      	10.77
05:27.5     	10.80 	93.7      	10.77
05:28.5     	10.80 	93.7      	10.77
05:29.4     	10.80 	93.7      	10.77
05:30.3     	10.80 	93.7      	10.77
05:31.1     	10.80 	93.7      	10.77
05:32.0     	10.80 	93.7      	10.77
05:32.9     	10.80 	93.7      	10.77
05:33.8     	10.80 	93.7      	10.77
05:34.7     	10.80 	93.7      	10.77
05:35.6     	10.80 	93.7      	10.77
