Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
08:31.3     	13.71 	58.1    	16.06
08:32.2     	13.76 	60.3    	16.07
08:33.1     	13.89 	60.1    	16.09
08:34.0     	13.77 	57.7    	16.08
08:34.9     	13.77 	56.3    	16.07
08:35.9     	13.75 	55.5    	16.08
08:36.8     	13.70 	54.4    	16.07
08:37.7     	13.60 	55.4    	16.05
08:38.6     	13.49 	56.6    	16.06
08:39.4     	13.49 	56.9    	16.08
08:40.3     	13.55 	55.8    	16.10
08:41.2     	13.60 	59.6    	16.13
08:42.1     	13.74 	61.0    	16.17
08:43.0     	13.83 	57.6    	16.18
08:43.9     	13.82 	55.0    	16.20
08:44.8     	13.79 	54.6    	16.21
08:45.7     	13.74 	55.4    	16.21
08:46.6     	13.73 	56.5    	16.19
08:47.4     	13.77 	58.3    	16.19
08:48.3     	13.83 	58.0    	16.18
08:49.2     	13.84 	56.6    	16.18
08:50.2     	13.85 	55.7    	16.18
08:51.1     	13.88 	60.6    	16.19
08:52.0     	13.96 	57.9    	16.18
08:52.9     	13.92 	58.1    	16.18
08:53.8     	13.92 	57.9    	16.19
08:54.7     	13.91 	59.4    	16.21
08:55.5     	13.91 	59.6    	16.20
08:56.5     	13.97 	58.9    	16.19
08:57.4     	14.02 	59.1    	16.20
08:58.2     	14.06 	57.6    	16.21
08:59.1     	14.11 	58.4    	16.22
09:00.0     	14.14 	57.3    	16.24
09:00.9     	14.17 	58.3    	16.25
09:01.8     	14.22 	60.9    	16.27
09:02.7     	14.29 	58.9    	16.28
09:03.5     	14.35 	57.6    	16.30
09:04.6     	14.40 	57.4    	16.33
09:05.5     	14.45 	59.7    	16.34
09:06.3     	14.53 	59.6    	16.38
09:07.2     	14.63 	60.1    	16.42
09:08.1     	14.76 	60.1    	16.46
09:09.0     	14.88 	60.7    	16.52
09:09.9     	14.96 	58.4    	16.57
09:10.8     	14.90 	59.2    	16.60
09:11.7     	14.88 	60.5    	16.64
09:12.6     	14.96 	60.6    	16.71
09:13.5     	15.01 	60.7    	16.78
09:14.3     	15.07 	61.7    	16.83
09:15.2     	15.02 	59.7    	16.83
09:16.1     	14.88 	60.6    	16.81
09:17.0     	14.82 	63.0    	16.81
09:18.0     	14.70 	61.0    	16.78
09:18.9     	14.66 	60.9    	16.77
09:19.8     	14.69 	59.1    	16.78
09:20.7     	14.66 	58.5    	16.80
09:21.6     	14.61 	58.0    	16.82
09:22.4     	14.49 	58.6    	16.84
09:23.3     	14.42 	58.6    	16.84
09:24.2     	14.41 	59.2    	16.82
09:25.1     	14.45 	59.6    	16.81
09:26.0     	14.51 	58.1    	16.82
09:26.9     	14.60 	57.9    	16.83
09:27.8     	14.71 	58.5    	16.85
09:28.7     	14.81 	58.9    	16.87
09:29.6     	14.89 	58.7    	16.91
09:30.4     	15.00 	59.5    	16.95
09:31.3     	14.69 	54.7    	16.96
09:32.4     	14.41 	54.4    	16.98
09:33.2     	14.26 	54.9    	17.01
09:34.1     	14.19 	55.9    	17.04
09:35.0     	14.20 	56.6    	17.04
09:35.9     	14.18 	56.6    	17.04
09:36.8     	14.13 	56.4    	17.05
09:37.7     	14.19 	57.2    	17.03
09:38.5     	14.26 	56.9    	16.99
09:39.4     	14.34 	57.8    	16.96
09:40.3     	14.45 	57.9    	16.94
09:41.2     	14.54 	56.9    	16.92
09:42.1     	14.62 	56.3    	16.93
09:43.0     	14.77 	56.6    	16.94
09:43.9     	14.89 	57.2    	16.97
09:44.8     	14.99 	57.3    	17.00
09:45.8     	15.16 	59.3    	17.04
