Time [mm:ss]	T [°C]	U [%r H]  	Tu Cap [°C]
09:33.0     	12.14 	63.8      	12.34
09:33.9     	12.09 	62.7      	12.34
09:34.8     	12.00 	62.1      	12.35
09:35.7     	11.90 	61.5      	12.35
09:36.6     	11.79 	60.8      	12.36
09:37.6     	11.69 	60.5      	12.36
09:38.4     	11.65 	60.4      	12.36
09:39.3     	11.57 	60.8      	12.36
09:40.2     	11.48 	61.2      	12.35
09:41.1     	11.44 	61.4      	12.34
09:42.0     	11.45 	61.1      	12.33
09:42.9     	11.47 	60.8      	12.31
09:43.7     	11.51 	60.8      	12.30
09:44.7     	11.61 	62.4      	12.29
09:45.6     	11.66 	63.0      	12.28
09:46.4     	11.66 	62.6      	12.27
09:47.3     	11.69 	62.8      	12.26
