Time [mm:ss]	T [°C]	U [%r H]   	Tu Cap [°C]
06:17.7     	17.72 	64.0       	18.45
06:18.6     	17.77 	63.1       	18.48
06:19.6     	17.73 	61.8       	18.50
06:20.4     	17.82 	62.7       	18.53
06:21.3     	17.64 	60.7       	18.56
06:22.2     	17.47 	59.2       	18.58
06:23.1     	17.22 	58.8       	18.60
06:24.0     	17.00 	59.0       	18.60
06:24.9     	16.91 	59.9       	18.61
06:25.7     	16.92 	62.3       	18.62
06:26.6     	17.18 	63.7       	18.63
06:27.5     	17.25 	62.6       	18.62
06:28.4     	17.38 	66.2       	18.63
06:29.3     	17.53 	61.3       	18.62
06:30.3     	17.42 	58.3       	18.61
06:31.2     	17.14 	57.5       	18.61
06:32.1     	16.95 	58.4       	18.62
06:33.0     	16.94 	59.3       	18.63
06:33.8     	16.70 	58.3       	18.64
06:34.7     	16.55 	58.3       	18.64
06:35.6     	16.61 	59.9       	18.65
06:36.5     	16.54 	60.0       	18.65
06:37.4     	16.60 	61.3       	18.65
06:38.3     	16.57 	63.4       	18.65
06:39.2     	16.51 	61.4       	18.64
06:40.1     	16.29 	60.1       	18.63
06:41.0     	16.36 	61.6       	18.62
06:41.8     	16.43 	62.5       	18.61
06:42.7     	16.58 	62.9       	18.59
06:43.7     	16.78 	65.8       	18.58
06:44.6     	16.98 	63.7       	18.57
06:45.5     	16.85 	61.3       	18.57
06:46.4     	16.76 	60.6       	18.56
06:47.3     	16.61 	60.1       	18.55
06:48.2     	16.48 	60.2       	18.55
06:49.1     	16.48 	61.3       	18.54
06:49.9     	16.47 	61.3       	18.53
06:50.8     	16.48 	62.2       	18.52
06:51.7     	16.53 	62.9       	18.52
06:52.6     	16.65 	64.1       	18.51
06:53.5     	16.77 	63.8       	18.51
06:54.4     	16.84 	63.9       	18.51
06:55.4     	16.88 	63.4       	18.50
06:56.3     	17.05 	65.0       	18.51
06:57.2     	17.31 	67.4       	18.52
06:58.0     	17.63 	67.7       	18.53
06:58.9     	17.66 	65.0       	18.54
06:59.8     	17.20 	60.9       	18.55
07:00.7     	16.96 	61.5       	18.55
07:02.1     	16.71 	62.2       	18.55
07:02.5     	17.04 	64.2       	18.56
07:03.4     	16.96 	63.3       	18.56
07:04.3     	16.98 	65.0       	18.56
