Time [mm:ss]	T [°C]	U [%r H]    	Tu Cap [°C]
08:33.3     	13.61 	95.5        	13.78
08:34.2     	13.61 	95.6        	13.78
08:35.0     	13.62 	95.5        	13.78
08:35.9     	13.64 	95.5        	13.79
08:36.8     	13.66 	95.5        	13.79
08:37.8     	13.70 	95.4        	13.79
08:38.7     	13.73 	95.6        	13.80
08:39.6     	13.73 	95.8        	13.80
08:40.5     	13.72 	95.8        	13.81
08:41.4     	13.71 	95.8        	13.81
08:42.3     	13.69 	96.1        	13.82
08:43.1     	13.67 	96.2        	13.82
08:44.0     	13.65 	96.4        	13.83
08:44.9     	13.63 	96.3        	13.83
08:45.8     	13.60 	96.1        	13.83
08:46.7     	13.57 	96.1        	13.83
08:47.6     	13.55 	96.0        	13.83
08:48.5     	13.56 	96.0        	13.82
08:49.4     	13.60 	95.9        	13.82
08:50.4     	13.61 	95.9        	13.82
08:51.2     	13.59 	95.9        	13.82
08:52.1     	13.60 	95.8        	13.82
08:53.0     	13.60 	95.8        	13.82
08:53.9     	13.61 	95.8        	13.82
08:54.8     	13.62 	95.8        	13.82
08:55.7     	13.60 	95.9        	13.82
08:56.6     	13.58 	96.1        	13.82
08:57.5     	13.56 	96.2        	13.82
08:58.4     	13.57 	96.2        	13.82
08:59.2     	13.59 	96.0        	13.82
09:00.1     	13.57 	96.1        	13.82
09:01.1     	13.57 	96.1        	13.82
09:01.9     	13.58 	96.1        	13.82
09:02.8     	13.60 	96.0        	13.82
09:03.8     	13.65 	95.9        	13.82
09:04.7     	13.63 	95.9        	13.82
09:05.6     	13.60 	96.1        	13.82
09:06.5     	13.58 	96.2        	13.82
09:07.3     	13.57 	96.3        	13.82
09:08.2     	13.57 	96.3        	13.83
09:09.2     	13.58 	96.3        	13.83
09:10.0     	13.57 	96.2        	13.83
09:10.9     	13.57 	96.3        	13.83
09:11.8     	13.57 	96.3        	13.83
09:12.7     	13.58 	96.3        	13.83
09:13.6     	13.59 	96.2        	13.83
09:14.5     	13.61 	96.2        	13.83
09:15.4     	13.61 	96.2        	13.83
09:16.3     	13.62 	96.2        	13.84
09:17.3     	13.65 	96.1        	13.84
09:18.1     	13.66 	96.0        	13.84
09:19.0     	13.66 	96.1        	13.84
09:19.9     	13.67 	96.1        	13.85
09:20.8     	13.67 	96.2        	13.85
09:21.7     	13.66 	96.3        	13.85
09:22.6     	13.66 	96.4        	13.86
09:23.4     	13.65 	96.4        	13.86
09:24.4     	13.64 	96.5        	13.86
09:25.3     	13.63 	96.6        	13.86
09:26.1     	13.62 	96.7        	13.87
09:27.0     	13.63 	96.6        	13.87
09:27.9     	13.63 	96.7        	13.87
09:28.8     	13.61 	96.8        	13.87
09:29.7     	13.63 	96.7        	13.88
09:30.7     	13.65 	96.6        	13.88
09:31.5     	13.63 	96.7        	13.88
09:32.4     	13.63 	96.8        	13.88
09:33.3     	13.62 	96.9        	13.89
09:34.2     	13.61 	97.0        	13.89
09:35.1     	13.59 	97.1        	13.89
09:36.0     	13.59 	97.1        	13.89
09:36.9     	13.61 	97.0        	13.89
09:37.8     	13.61 	97.0        	13.90
09:38.7     	13.61 	97.0        	13.90
09:39.5     	13.62 	97.0        	13.90
09:40.4     	13.61 	97.1        	13.90
09:41.4     	13.60 	97.1        	13.90
09:42.2     	13.60 	97.1        	13.90
09:43.2     	13.59 	97.1        	13.90
09:44.1     	13.61 	97.0        	13.90
09:45.0     	13.61 	96.9        	13.90
09:45.9     	13.62 	96.7        	13.90
09:46.8     	13.61 	96.7        	13.89
