Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
07:10.8     	12.76 	93.6    	12.83
07:11.7     	12.77 	93.6    	12.83
07:12.6     	12.77 	93.7    	12.84
07:13.5     	12.78 	93.7    	12.84
07:14.4     	12.80 	93.7    	12.85
07:15.3     	12.82 	93.7    	12.85
07:16.2     	12.82 	93.8    	12.86
07:17.0     	12.82 	93.9    	12.87
07:18.0     	12.83 	93.9    	12.87
07:18.9     	12.82 	93.9    	12.88
07:19.8     	12.80 	94.0    	12.88
07:20.7     	12.79 	94.0    	12.89
07:21.6     	12.79 	94.0    	12.89
07:22.5     	12.79 	94.0    	12.89
07:23.4     	12.79 	94.1    	12.90
07:24.3     	12.79 	94.1    	12.90
07:25.1     	12.78 	94.1    	12.90
07:26.0     	12.78 	94.1    	12.91
07:26.9     	12.80 	94.1    	12.91
07:27.8     	12.83 	94.0    	12.91
07:28.7     	12.87 	94.0    	12.92
07:29.7     	12.87 	93.9    	12.92
07:30.6     	12.88 	94.0    	12.93
07:31.5     	12.88 	93.8    	12.94
07:32.4     	12.85 	94.0    	12.94
07:33.2     	12.84 	94.1    	12.94
07:34.1     	12.85 	94.1    	12.95
07:35.0     	12.85 	94.2    	12.95
07:35.9     	12.85 	94.2    	12.96
07:36.8     	12.85 	94.2    	12.96
07:37.7     	12.85 	94.3    	12.96
07:38.5     	12.87 	94.3    	12.97
07:39.5     	12.88 	94.3    	12.97
07:40.5     	12.89 	94.2    	12.98
07:41.3     	12.85 	94.3    	12.98
07:42.2     	12.82 	94.5    	12.99
07:43.1     	12.82 	94.5    	12.99
07:44.0     	12.82 	94.4    	12.99
07:44.9     	12.81 	94.4    	12.99
07:45.8     	12.81 	94.4    	12.99
07:46.6     	12.83 	94.3    	12.99
07:47.5     	12.80 	93.9    	12.98
07:48.4     	12.75 	93.9    	12.97
07:49.3     	12.71 	93.9    	12.97
07:50.2     	12.68 	93.9    	12.96
07:51.1     	12.67 	93.9    	12.95
07:52.1     	12.68 	94.0    	12.94
07:53.0     	12.69 	94.0    	12.94
07:53.9     	12.71 	93.9    	12.93
07:54.7     	12.70 	93.9    	12.93
07:55.6     	12.72 	94.0    	12.93
07:56.5     	12.73 	93.9    	12.92
07:57.4     	12.74 	93.9    	12.92
07:58.3     	12.75 	93.8    	12.92
07:59.2     	12.76 	93.9    	12.92
08:00.1     	12.75 	93.4    	12.92
08:01.0     	12.73 	93.8    	12.91
08:01.9     	12.78 	93.6    	12.91
08:02.8     	12.75 	93.4    	12.91
08:03.7     	12.70 	93.5    	12.90
08:04.6     	12.69 	93.7    	12.90
08:05.5     	12.69 	93.7    	12.89
08:06.4     	12.71 	93.8    	12.89
08:07.3     	12.72 	93.7    	12.89
08:08.1     	12.75 	93.6    	12.89
08:09.1     	12.73 	93.5    	12.89
08:10.0     	12.71 	93.4    	12.89
08:10.8     	12.68 	93.5    	12.88
08:11.7     	12.69 	93.6    	12.88
08:12.6     	12.68 	93.6    	12.88
