Time [mm:ss]	T [°C]	U [%r H]    	Tu Cap [°C]
07:59.1     	8.19  	90.1        	8.11
08:00.0     	8.20  	90.0        	8.11
08:01.0     	8.20  	90.0        	8.11
08:01.9     	8.20  	90.0        	8.11
08:02.8     	8.20  	90.1        	8.11
08:03.7     	8.18  	90.2        	8.11
08:04.6     	8.19  	90.2        	8.12
08:05.4     	8.18  	90.3        	8.12
08:06.3     	8.18  	90.3        	8.12
08:07.3     	8.18  	90.3        	8.12
08:08.1     	8.19  	90.2        	8.12
08:09.0     	8.19  	90.2        	8.12
08:09.9     	8.19  	90.2        	8.12
08:10.8     	8.18  	90.2        	8.12
08:11.7     	8.18  	90.2        	8.12
08:12.6     	8.18  	90.3        	8.12
08:13.4     	8.18  	90.3        	8.13
08:14.5     	8.17  	90.3        	8.13
08:15.4     	8.16  	90.3        	8.13
08:16.2     	8.13  	90.5        	8.13
08:17.1     	8.10  	90.6        	8.13
08:18.0     	8.07  	90.8        	8.13
08:18.9     	8.08  	90.7        	8.13
08:19.8     	8.08  	90.7        	8.13
08:20.7     	8.08  	90.7        	8.13
08:21.6     	8.08  	90.6        	8.13
08:22.5     	8.09  	90.5        	8.12
08:23.4     	8.08  	90.6        	8.12
08:24.3     	8.06  	90.7        	8.12
08:25.1     	8.04  	90.8        	8.12
08:26.0     	8.01  	90.9        	8.12
08:26.9     	8.01  	90.9        	8.12
08:27.9     	8.00  	90.9        	8.12
08:28.8     	7.96  	91.1        	8.12
08:29.7     	7.96  	91.1        	8.12
08:30.6     	7.94  	91.2        	8.11
08:31.5     	7.89  	91.4        	8.11
08:32.4     	7.91  	91.2        	8.11
08:33.2     	7.92  	91.1        	8.11
08:34.1     	7.91  	91.2        	8.11
08:35.0     	7.90  	91.0        	8.10
08:35.9     	7.91  	90.9        	8.10
08:36.8     	7.91  	91.0        	8.10
08:37.7     	7.94  	90.9        	8.09
08:38.6     	7.97  	90.9        	8.09
08:39.5     	7.98  	90.8        	8.09
08:40.5     	7.99  	90.7        	8.09
08:41.3     	8.00  	90.7        	8.08
08:42.2     	8.00  	90.6        	8.08
08:43.1     	7.99  	90.6        	8.08
08:44.0     	8.01  	90.6        	8.08
08:44.9     	8.00  	90.7        	8.08
08:45.8     	7.97  	90.7        	8.08
08:46.7     	7.96  	90.8        	8.08
08:47.6     	7.94  	90.8        	8.07
08:48.5     	7.96  	90.7        	8.07
08:49.3     	7.99  	90.5        	8.07
08:50.2     	8.02  	90.5        	8.07
08:51.1     	8.05  	90.5        	8.07
08:52.0     	8.08  	90.4        	8.07
08:52.9     	8.10  	90.3        	8.07
08:53.9     	8.11  	90.3        	8.07
08:54.8     	8.13  	90.2        	8.07
08:55.7     	8.14  	90.2        	8.07
08:56.6     	8.14  	90.1        	8.07
08:57.4     	8.13  	90.1        	8.07
08:58.3     	8.13  	90.2        	8.07
08:59.2     	8.11  	90.3        	8.07
09:00.1     	8.10  	90.3        	8.07
09:01.0     	8.10  	90.3        	8.07
09:01.9     	8.10  	90.3        	8.07
09:02.8     	8.10  	90.2        	8.07
09:03.7     	8.10  	90.2        	8.07
09:04.6     	8.10  	90.2        	8.07
09:05.4     	8.10  	90.2        	8.07
09:06.3     	8.09  	90.3        	8.07
09:07.3     	8.09  	90.3        	8.07
09:08.2     	8.09  	90.3        	8.07
09:09.1     	8.08  	90.4        	8.07
09:10.0     	8.07  	90.5        	8.07
09:10.9     	8.04  	90.5        	8.07
09:11.8     	8.02  	90.6        	8.07
09:12.7     	7.99  	90.9        	8.06
09:13.5     	8.00  	90.9        	8.06
09:14.4     	8.00  	91.0        	8.06
09:15.3     	8.00  	90.9        	8.06
09:16.2     	8.01  	90.9        	8.06
09:17.1     	8.01  	90.9        	8.06
09:18.0     	8.02  	91.0        	8.06
09:18.9     	8.01  	91.0        	8.06
09:19.8     	8.00  	91.1        	8.06
09:20.7     	7.99  	91.1        	8.05
09:21.6     	7.99  	91.1        	8.05
09:22.5     	8.00  	91.1        	8.05
09:23.4     	8.01  	91.1        	8.05
09:24.3     	8.02  	91.1        	8.05
09:25.2     	8.04  	91.1        	8.05
09:26.1     	8.06  	91.0        	8.05
09:27.0     	8.05  	91.1        	8.05
09:27.9     	8.05  	91.0        	8.05
09:28.8     	8.04  	91.1        	8.05
09:29.6     	8.04  	91.1        	8.05
